Timestamp,CIB AHU-03 (Teaching) Filter DPS,CIB AHU-03 (Teaching) Heating Valve,CIB AHU-03 (Teaching) Off Coil Temp,CIB AHU-03 (Teaching) Supply Air Temp,CIB AHU-03 (Teaching) Supply Air Temp Setpoint,CIB AHU-03 (Teaching) Supply Fan 01 Enable,CIB AHU-03 (Teaching) Supply Fan 02 Enable,CIB AHU-03 (Teaching) Supply Fan DPS,CIB AHU-03 (Teaching) Time Schedule
2026-01-09T03:00:00Z London,AAAA,75.40825208028157,17.32274516423543,17.92690086364746,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T04:00:00Z London,AAAA,91.49237442016602,16.848851680755615,17.73599847157796,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T05:00:00Z London,AAAA,100,15.517012119293213,16.743292808532715,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T06:00:00Z London,AAAA,100,14.800557851791382,16.060529470443726,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T07:00:00Z London,AAAA,100,14.066134293874105,15.445141235987345,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T08:00:00Z London,AAAA,100,12.979100545247396,14.535535176595053,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T09:00:00Z London,AAAA,100,12.282859325408936,13.888706048329672,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T10:00:00Z London,AAAA,100,12.280613899230957,13.749457359313965,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T11:00:00Z London,AAAA,100,12.435583909352621,13.830307960510254,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T12:00:00Z London,AAAA,100,12.689371506373087,13.924643516540527,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T13:00:00Z London,AAAA,100,12.64669942855835,13.942610581715902,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T14:00:00Z London,AAAA,100,12.833116292953491,14.03244662284851,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T15:00:00Z London,AAAA,100,12.967872460683187,14.117790857950846,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T16:00:00Z London,AAAA,100,12.783701658248901,13.989770571390787,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T17:00:00Z London,AAAA,100,12.781456152598063,13.969556331634521,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T18:00:00Z London,AAAA,100,12.815145174662272,13.944855531056723,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T19:00:00Z London,AAAA,100,12.945412397384644,14.041430473327637,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T20:00:00Z London,AAAA,100,13.455241759618124,14.454682111740112,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T21:00:00Z London,AAAA,100,14.086347421010336,14.910608291625977,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T22:00:00Z London,AAAA,100,14.773607730865479,15.483323733011881,18,AAAA,AAAB,AAAB,AAAB
2026-01-09T23:00:00Z London,AAAA,100,15.47433853149414,16.074002504348755,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T00:00:00Z London,AAAA,100,15.150922775268555,15.907803773880005,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T01:00:00Z London,AAAA,100,15.168890635172525,15.916789770126343,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T02:00:00Z London,AAAA,100,15.328354040781656,16.03807274500529,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T03:00:00Z London,AAAA,100,14.903872648874918,15.817968606948853,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T04:00:00Z London,AAAA,100,14.571469942728678,15.46759843826294,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T05:00:00Z London,AAAA,100,14.46815554300944,15.375516891479492,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T06:00:00Z London,AAAA,100,14.252546866734823,15.21156390508016,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T07:00:00Z London,AAAA,100,13.610206047693888,14.688259442647299,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T08:00:00Z London,AAAA,100,12.954394102096558,14.113301277160645,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T09:00:00Z London,AAAA,100,12.783705552419027,13.881967941919962,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T10:00:00Z London,AAAA,100,12.781460523605347,13.8213263352712,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T11:00:00Z London,AAAA,100,12.916211684544882,14.005494117736816,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T12:00:00Z London,AAAA,100,13.250857988993326,14.185172080993652,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T13:00:00Z London,AAAA,100,13.637158155441284,14.5040922164917,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T14:00:00Z London,AAAA,100,13.756197055180868,14.596178849538168,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T15:00:00Z London,AAAA,100,13.792131265004477,14.717457930246988,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T16:00:00Z London,AAAA,100,14.023462295532227,14.863445599873861,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T17:00:00Z London,AAAA,100,14.099824905395508,14.917348861694336,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T18:00:00Z London,AAAA,100,14.81403374671936,15.460862159729004,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T19:00:00Z London,AAAA,100,15.108249028523764,15.766307910283407,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T20:00:00Z London,AAAA,100,14.483877340952555,15.281186739603678,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T21:00:00Z London,AAAA,100,14.277255535125732,14.975741147994995,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T22:00:00Z London,AAAA,100,14.167203585306803,14.858952045440674,18,AAAA,AAAB,AAAB,AAAB
2026-01-10T23:00:00Z London,AAAA,100,13.320482969284058,14.216609875361124,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T00:00:00Z London,AAAA,100,13.136314709981283,13.888707399368286,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T01:00:00Z London,AAAA,100,13.74945624669393,14.337894757588705,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T02:00:00Z London,AAAA,100,13.756195783615112,14.34463103612264,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T03:00:00Z London,AAAA,100,13.785391012827555,14.394041220347086,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T04:00:00Z London,AAAA,100,13.726996342341105,14.371582508087158,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T05:00:00Z London,AAAA,100,13.998756567637125,14.544520537058512,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T06:00:00Z London,AAAA,100,14.46141759554545,14.966758092244467,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T07:00:00Z London,AAAA,100,14.79606564839681,15.326105435689291,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T08:00:00Z London,AAAA,100,15.573156674702963,15.923527399698893,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T09:00:00Z London,AAAA,100,16.28063154220581,16.581584930419922,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T10:00:00Z London,AAAA,100,17.05548095703125,17.239646275838215,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T11:00:00Z London,AAAA,92.8505916595459,17.906691551208496,18.016742706298828,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T12:00:00Z London,AAAA,75.63546435038249,17.86851151784261,18.063905556996662,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T13:00:00Z London,AAAA,69.46539878845215,17.810117721557617,18.070645014444988,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T14:00:00Z London,AAAA,66.48223876953125,17.753968397776287,18.032465140024822,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T15:00:00Z London,AAAA,65.74478149414062,17.753966331481934,18.04593833287557,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T16:00:00Z London,AAAA,65.02982489267985,17.675355911254883,18.043692270914715,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T17:00:00Z London,AAAA,63.17815430959066,17.61920754114787,17.99877421061198,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T18:00:00Z London,AAAA,63.652710914611816,17.554078737894695,17.965087095896404,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T19:00:00Z London,AAAA,62.66033935546875,17.62145487467448,18.001022179921467,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T20:00:00Z London,AAAA,62.32938098907471,17.509156227111816,17.989791870117188,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T21:00:00Z London,AAAA,60.7622709274292,17.592257976531982,18.039200146993,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T22:00:00Z London,AAAA,59.03781795501709,17.453009764353435,17.95834954579671,18,AAAA,AAAB,AAAB,AAAB
2026-01-11T23:00:00Z London,AAAA,55.6751708984375,17.49792782465617,18.016742706298828,18,AAAA,AAAB,AAAB,AAAB
2026-01-12T00:00:00Z London,AAAA,51.84068965911865,17.42606019973755,18.03470802307129,18,AAAAAOAB,AAABAOAA,AAAB,AAAB
2026-01-12T01:00:00Z London,AAAA,49.64170837402344,17.50915813446045,18.003265698750813,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T02:00:00Z London,AAAA,50.166730880737305,17.493438879648846,17.987545172373455,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T03:00:00Z London,AAAA,51.171644846598305,17.527126630147297,18.03920078277588,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T04:00:00Z London,AAAA,51.503841400146484,17.53610833485921,18.03022034962972,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T05:00:00Z London,AAAA,52.874850273132324,17.43953529993693,17.96733061472575,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T06:00:00Z London,AAAA,50.82469367980957,17.441782633463543,18.016740798950195,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T07:00:00Z London,AAAA,50.896732012430824,17.41932264963786,17.967333793640137,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T08:00:00Z London,AAAA,50.33469740549723,17.495681762695312,18.012250582377117,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T09:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T10:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T11:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T12:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T13:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T14:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T15:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T16:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T17:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T18:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T19:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T20:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T21:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T22:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-12T23:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T00:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T01:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T02:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T03:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T04:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T05:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T06:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T07:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T08:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T09:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T10:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T11:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T12:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T13:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T14:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T15:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T16:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T17:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T18:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T19:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T20:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T21:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T22:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-13T23:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T00:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T01:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T02:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T03:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T04:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T05:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T06:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T07:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T08:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T09:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T10:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T11:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T12:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T13:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T14:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T15:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T16:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T17:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T18:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T19:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T20:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T21:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T22:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-14T23:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T00:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T01:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T02:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T03:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T04:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T05:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T06:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T07:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T08:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T09:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T10:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T11:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T12:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T13:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T14:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T15:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T16:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T17:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T18:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T19:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T20:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T21:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T22:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-15T23:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T00:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T01:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T02:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T03:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T04:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T05:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T06:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T07:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T08:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T09:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T10:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T11:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T12:00:00Z London,AAAA,49.95878601074219,17.495681762695312,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T13:00:00Z London,AAAA,53.94960594177246,17.39237117767334,18.00326633453369,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T14:00:00Z London,AAAA,57.48391087849935,17.318256855010986,17.97406752904256,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T15:00:00Z London,AAAA,58.36524804433187,17.385632356007893,18.016742706298828,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T16:00:00Z London,AAAA,60.2381321589152,17.313764095306396,18.01000452041626,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T17:00:00Z London,AAAA,61.037976582845054,17.403600851694744,18.03470802307129,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T18:00:00Z London,AAAA,61.66059176127116,17.320499738057453,18.00326697031657,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T19:00:00Z London,AAAA,61.50228786468506,17.282318592071533,17.989791870117188,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T20:00:00Z London,AAAA,63.48845926920573,17.219435214996338,17.994282722473145,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T21:00:00Z London,AAAA,63.91759713490804,17.311518669128418,17.987545172373455,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T22:00:00Z London,AAAA,65.3084716796875,17.32274580001831,17.931396802266438,18,AAAB,AAAA,AAAB,AAAB
2026-01-16T23:00:00Z London,AAAA,64.6190013885498,17.28905487060547,18.0459402402242,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T00:00:00Z London,AAAA,63.58528423309326,17.313761552174885,17.969574610392254,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T01:00:00Z London,AAAA,63.64511648813883,17.40584373474121,17.98080825805664,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T02:00:00Z London,AAAA,63.1620454788208,17.394614696502686,17.958348274230957,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T03:00:00Z London,AAAA,63.37032985687256,17.304779211680096,18.014494736989338,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T04:00:00Z London,AAAA,62.81228892008463,17.271090825398762,18.018985589345295,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T05:00:00Z London,AAAA,61.986365954081215,17.340713659922283,18.04593833287557,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T06:00:00Z London,AAAA,62.82132212320963,17.39910872777303,18.036954085032146,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T07:00:00Z London,AAAA,63.13321399688721,17.4462734858195,17.95834954579671,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T08:00:00Z London,AAAA,64.21730899810791,17.338467597961426,18.023480256398518,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T09:00:00Z London,AAAA,61.774352073669434,17.40808979670207,18.043692270914715,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T10:00:00Z London,AAAA,59.22490946451823,17.38113768895467,18.03246259689331,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T11:00:00Z London,AAAA,57.50079345703125,17.342960357666016,17.989790598551433,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T12:00:00Z London,AAAA,56.188416481018066,17.338468233744305,17.980806986490887,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T13:00:00Z London,AAAA,55.76816749572754,17.38563299179077,17.980806350708008,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T14:00:00Z London,AAAA,53.73717212677002,17.354187488555908,18.041446208953857,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T15:00:00Z London,AAAA,54.56482410430908,17.455256462097168,17.992035388946533,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T16:00:00Z London,AAAA,56.07473214467367,17.273335615793865,17.96508773167928,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T17:00:00Z London,AAAA,57.234826723734535,17.327235380808514,17.985297838846844,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T18:00:00Z London,AAAA,58.51418240865072,17.482207934061687,18.054922580718994,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T19:00:00Z London,AAAA,60.85343647003174,17.47322432200114,18.001020272572834,18,AAAB,AAAA,AAAB,AAAB
2026-01-17T20:00:00Z London,AAAA,62.6115935643514,17.59450626373291,18.01449791590373,18,AAAB,AAAA,AAAB,AAAB
